black,white,started,black_win,width,komi,handicap,event_id,end_date
91,27,2019-01-06,False,19,6.5,0,53,2019-01-29
172,23,2019-01-06,True,19,6.5,0,53,2019-01-29
79,96,2019-01-06,True,19,6.5,0,53,2019-01-29
85,173,2019-01-06,True,19,6.5,0,53,2019-01-29
16,6,2019-01-06,False,19,6.5,0,53,2019-01-29
7,19,2019-01-06,False,19,6.5,0,53,2019-01-29
46,14,2019-01-06,True,19,6.5,0,53,2019-01-29
21,126,2019-01-06,True,19,6.5,0,53,2019-01-29
103,52,2019-01-06,False,19,6.5,0,53,2019-01-29
144,105,2019-01-06,True,19,6.5,0,53,2019-01-29
94,100,2019-01-06,False,19,6.5,0,53,2019-01-29
14,99,2019-01-13,True,19,6.5,0,53,2019-01-29
23,105,2019-01-13,False,19,6.5,0,53,2019-01-29
16,142,2019-01-13,True,19,6.5,0,53,2019-01-29
19,67,2019-01-13,False,19,6.5,0,53,2019-01-29
50,21,2019-01-13,True,19,6.5,0,53,2019-01-29
49,48,2019-01-13,True,19,6.5,0,53,2019-01-29
91,172,2019-01-13,True,19,6.5,0,53,2019-01-29
100,35,2019-01-13,False,19,6.5,0,53,2019-01-29
6,46,2019-01-13,True,19,6.5,0,53,2019-01-29
96,144,2019-01-13,True,19,6.5,0,53,2019-01-29
27,79,2019-01-13,True,19,6.5,0,53,2019-01-29
126,94,2019-01-13,True,19,6.5,0,53,2019-01-29
90,103,2019-01-13,False,19,6.5,0,53,2019-01-29
52,7,2019-01-13,False,19,6.5,0,53,2019-01-29
53,85,2019-01-13,True,19,6.5,0,53,2019-01-29
46,53,2019-01-19,True,19,6.5,0,53,2019-01-29
126,52,2019-01-19,False,19,6.5,0,53,2019-01-29
96,50,2019-01-19,False,19,6.5,0,53,2019-01-29
35,91,2019-01-19,False,19,6.5,0,53,2019-01-29
103,85,2019-01-19,False,19,6.5,0,53,2019-01-29
67,49,2019-01-19,True,19,6.5,0,53,2019-01-29
105,100,2019-01-19,False,19,6.5,0,53,2019-01-29
48,7,2019-01-19,False,19,6.5,0,53,2019-01-29
172,142,2019-01-19,False,19,6.5,0,53,2019-01-29
19,16,2019-01-19,True,19,6.5,0,53,2019-01-29
79,14,2019-01-19,True,19,6.5,0,53,2019-01-29
27,6,2019-01-19,False,19,6.5,0,53,2019-01-29
90,23,2019-01-19,False,19,6.5,0,53,2019-01-29
21,173,2019-01-19,True,19,6.5,0,53,2019-01-29
144,99,2019-01-19,False,19,6.5,0,53,2019-01-29
53,21,2019-01-27,False,19,6.5,0,53,2019-01-29
105,126,2019-01-27,False,19,6.5,0,53,2019-01-29
52,96,2019-01-27,False,19,6.5,0,53,2019-01-29
50,27,2019-01-27,False,19,6.5,0,53,2019-01-29
173,103,2019-01-27,True,19,6.5,0,53,2019-01-29
6,67,2019-01-27,True,19,6.5,0,53,2019-01-29
94,172,2019-01-27,True,19,6.5,0,53,2019-01-29
19,91,2019-01-27,True,19,6.5,0,53,2019-01-29
85,48,2019-01-27,True,19,6.5,0,53,2019-01-29
7,46,2019-01-27,False,19,6.5,0,53,2019-01-29
14,100,2019-01-27,True,19,6.5,0,53,2019-01-29
49,79,2019-01-27,False,19,6.5,0,53,2019-01-29
23,144,2019-01-27,True,19,6.5,0,53,2019-01-29
99,16,2019-01-27,True,19,6.5,0,53,2019-01-29
142,35,2019-01-27,False,19,6.5,0,53,2019-01-29
121,188,2019-01-07,False,19,0.5,3,54,2019-02-03
155,119,2019-01-07,True,19,0.5,5,54,2019-02-03
176,126,2019-01-07,False,19,0.5,3,54,2019-02-03
155,126,2019-01-07,True,19,0.5,9,54,2019-02-03
121,138,2019-01-07,True,19,0.5,2,54,2019-02-03
90,112,2019-01-07,False,19,0.5,9,54,2019-02-03
175,105,2019-01-07,False,19,0.5,2,54,2019-02-03
138,188,2019-01-07,False,19,0.5,0,54,2019-02-03
188,126,2019-01-14,False,19,0.5,3,54,2019-02-03
77,137,2019-01-14,True,19,0.5,0,54,2019-02-03
121,112,2019-01-14,True,19,0.5,7,54,2019-02-03
114,77,2019-01-14,False,19,0.5,0,54,2019-02-03
90,155,2019-01-14,False,19,6.5,0,54,2019-02-03
121,126,2019-01-21,True,19,0.5,6,54,2019-02-03
175,126,2019-01-21,False,19,0.5,3,54,2019-02-03
126,103,2019-01-28,False,19,0.5,0,54,2019-02-03
25,27,2019-02-04,True,19,0.5,5,55,2019-03-03
142,79,2019-02-04,False,19,0.5,4,55,2019-03-03
25,15,2019-02-04,False,19,0.5,3,55,2019-03-03
113,16,2019-02-04,False,19,0.5,9,55,2019-03-03
14,7,2019-02-04,False,19,0.5,2,55,2019-03-03
113,53,2019-02-04,False,19,0.5,9,55,2019-03-03
142,21,2019-02-04,False,19,0.5,0,55,2019-03-03
18,14,2019-02-04,False,19,0.5,4,55,2019-03-03
36,14,2019-02-04,True,19,0.5,5,55,2019-03-03
15,10,2019-02-04,True,19,0.5,2,55,2019-03-03
7,42,2019-02-04,True,19,0.5,6,55,2019-03-03
16,53,2019-02-04,True,19,6.5,0,55,2019-03-03
142,50,2019-02-04,False,19,0.5,0,55,2019-03-03
197,6,2019-02-04,True,19,0.5,8,55,2019-03-03
126,79,2019-02-04,False,19,0.5,9,55,2019-03-03
175,18,2019-02-04,False,19,0.5,9,55,2019-03-03
25,18,2019-02-04,False,19,0.5,0,55,2019-03-03
35,50,2019-02-04,True,19,6.5,0,55,2019-03-03
197,21,2019-02-04,False,19,0.5,3,55,2019-03-03
15,14,2019-02-04,False,19,0.5,2,55,2019-03-03
53,79,2019-02-04,True,19,0.5,3,55,2019-03-03
14,67,2019-02-04,True,19,0.5,6,55,2019-03-03
103,137,2019-02-04,True,19,0.5,0,55,2019-03-03
90,155,2019-02-04,False,19,0.5,6,55,2019-03-03
14,10,2019-02-04,False,19,6.5,0,55,2019-03-03
142,53,2019-02-04,False,19,0.5,0,55,2019-03-03
126,50,2019-02-04,False,19,0.5,9,55,2019-03-03
113,173,2019-02-04,False,19,0.5,6,55,2019-03-03
35,79,2019-02-04,True,19,0.5,3,55,2019-03-03
106,42,2019-02-04,True,19,0.5,9,55,2019-03-03
126,173,2019-02-04,True,19,0.5,3,55,2019-03-03
14,42,2019-02-04,False,19,0.5,8,55,2019-03-03
50,42,2019-02-04,True,19,0.5,9,55,2019-03-03
175,113,2019-02-04,True,19,6.5,0,55,2019-03-03
198,14,2019-02-04,True,19,0.5,6,55,2019-03-03
173,14,2019-02-04,False,19,0.5,7,55,2019-03-03
173,85,2019-02-04,False,19,0.5,5,55,2019-03-03
126,198,2019-02-04,True,19,0.5,4,55,2019-03-03
18,15,2019-02-04,False,19,0.5,2,55,2019-03-03
173,53,2019-02-04,True,19,0.5,6,55,2019-03-03
21,6,2019-02-04,False,19,0.5,5,55,2019-03-03
18,11,2019-02-04,False,19,0.5,6,55,2019-03-03
137,173,2019-02-04,False,19,0.5,0,55,2019-03-03
50,53,2019-02-04,False,19,6.5,0,55,2019-03-03
175,36,2019-02-04,False,19,0.5,8,55,2019-03-03
175,15,2019-02-04,False,19,0.5,9,55,2019-03-03
142,35,2019-02-04,False,19,0.5,0,55,2019-03-03
126,14,2019-02-04,True,19,0.5,9,55,2019-03-03
18,7,2019-02-04,False,19,0.5,6,55,2019-03-03
100,16,2019-02-04,True,19,0.5,2,55,2019-03-03
197,14,2019-02-04,True,19,0.5,4,55,2019-03-03
18,20,2019-02-11,True,19,0.5,3,55,2019-03-03
18,15,2019-02-11,False,19,0.5,2,55,2019-03-03
114,85,2019-02-11,True,19,0.5,8,55,2019-03-03
15,14,2019-02-11,False,19,0.5,2,55,2019-03-03
21,53,2019-02-11,False,19,6.5,0,55,2019-03-03
18,14,2019-02-11,True,19,0.5,4,55,2019-03-03
52,14,2019-02-11,True,19,0.5,4,55,2019-03-03
126,142,2019-02-11,True,19,0.5,8,55,2019-03-03
53,14,2019-02-11,True,19,0.5,0,55,2019-03-03
18,10,2019-02-11,True,19,0.5,4,55,2019-03-03
142,50,2019-02-11,True,19,0.5,0,55,2019-03-03
18,27,2019-02-11,False,19,0.5,4,55,2019-03-03
155,14,2019-02-11,False,19,0.5,9,55,2019-03-03
114,18,2019-02-11,True,19,0.5,6,55,2019-03-03
15,7,2019-02-11,False,19,0.5,4,55,2019-03-03
53,79,2019-02-11,True,19,0.5,3,55,2019-03-03
173,79,2019-02-11,False,19,0.5,9,55,2019-03-03
175,35,2019-02-11,False,19,0.5,9,55,2019-03-03
52,42,2019-02-11,False,19,0.5,9,55,2019-03-03
77,14,2019-02-11,True,19,0.5,9,55,2019-03-03
35,14,2019-02-11,True,19,0.5,0,55,2019-03-03
50,79,2019-02-11,False,19,0.5,3,55,2019-03-03
155,175,2019-02-11,True,19,0.5,5,55,2019-03-03
36,18,2019-02-11,True,19,0.5,0,55,2019-03-03
114,14,2019-02-11,True,19,0.5,9,55,2019-03-03
155,50,2019-02-11,False,19,0.5,9,55,2019-03-03
142,7,2019-02-11,True,19,0.5,4,55,2019-03-03
197,21,2019-02-11,True,19,0.5,3,55,2019-03-03
85,53,2019-02-11,True,19,0.5,0,55,2019-03-03
126,198,2019-02-11,True,19,0.5,4,55,2019-03-03
173,6,2019-02-11,True,19,0.5,9,55,2019-03-03
90,155,2019-02-11,False,19,0.5,6,55,2019-03-03
173,7,2019-02-11,True,19,0.5,9,55,2019-03-03
126,50,2019-02-11,True,19,0.5,9,55,2019-03-03
142,14,2019-02-11,True,19,0.5,2,55,2019-03-03
173,14,2019-02-11,True,19,0.5,7,55,2019-03-03
126,14,2019-02-11,False,19,0.5,9,55,2019-03-03
14,19,2019-02-11,False,19,0.5,0,55,2019-03-03
36,85,2019-02-11,True,19,0.5,3,55,2019-03-03
35,79,2019-02-11,True,19,0.5,3,55,2019-03-03
173,13,2019-02-18,False,19,0.5,6,55,2019-03-03
14,79,2019-02-18,False,19,0.5,2,55,2019-03-03
142,14,2019-02-18,False,19,0.5,2,55,2019-03-03
50,16,2019-02-18,False,19,6.5,0,55,2019-03-03
175,198,2019-02-18,False,19,0.5,7,55,2019-03-03
175,142,2019-02-18,True,19,0.5,9,55,2019-03-03
175,79,2019-02-18,True,19,0.5,9,55,2019-03-03
173,18,2019-02-18,False,19,0.5,3,55,2019-03-03
52,14,2019-02-18,True,19,0.5,4,55,2019-03-03
175,15,2019-02-18,False,19,0.5,9,55,2019-03-03
35,14,2019-02-18,False,19,0.5,0,55,2019-03-03
175,18,2019-02-18,True,19,0.5,9,55,2019-03-03
126,137,2019-02-18,True,19,0.5,2,55,2019-03-03
173,7,2019-02-18,False,19,0.5,9,55,2019-03-03
159,19,2019-02-18,False,19,0.5,5,55,2019-03-03
175,114,2019-02-18,True,19,0.5,3,55,2019-03-03
175,173,2019-02-18,True,19,0.5,6,55,2019-03-03
142,16,2019-02-18,False,19,0.5,0,55,2019-03-03
18,50,2019-02-18,True,19,0.5,3,55,2019-03-03
35,7,2019-02-18,False,19,0.5,3,55,2019-03-03
18,7,2019-02-18,False,19,0.5,6,55,2019-03-03
155,173,2019-02-18,False,19,0.5,9,55,2019-03-03
155,85,2019-02-18,False,19,0.5,9,55,2019-03-03
18,42,2019-02-18,False,19,0.5,9,55,2019-03-03
173,52,2019-02-18,True,19,0.5,3,55,2019-03-03
142,49,2019-02-18,True,19,0.5,5,55,2019-03-03
198,14,2019-02-18,False,19,0.5,6,55,2019-03-03
23,16,2019-02-18,False,19,0.5,7,55,2019-03-03
18,79,2019-02-18,False,19,0.5,6,55,2019-03-03
105,142,2019-02-18,True,19,0.5,9,55,2019-03-03
175,14,2019-02-18,False,19,0.5,9,55,2019-03-03
126,114,2019-02-18,False,19,6.5,0,55,2019-03-03
50,14,2019-02-18,False,19,0.5,0,55,2019-03-03
173,16,2019-02-18,True,19,0.5,6,55,2019-03-03
19,45,2019-02-25,True,19,0.5,0,55,2019-03-03
34,42,2019-02-25,True,19,0.5,7,55,2019-03-03
175,114,2019-02-25,False,19,0.5,3,55,2019-03-03
14,42,2019-02-25,False,19,0.5,8,55,2019-03-03
50,14,2019-02-25,True,19,0.5,0,55,2019-03-03
53,49,2019-02-25,True,19,0.5,4,55,2019-03-03
173,85,2019-02-25,True,19,0.5,5,55,2019-03-03
19,42,2019-02-25,True,19,0.5,7,55,2019-03-03
173,42,2019-02-25,False,19,0.5,9,55,2019-03-03
79,42,2019-02-25,False,19,0.5,6,55,2019-03-03
126,52,2019-02-25,False,19,0.5,6,55,2019-03-03
173,36,2019-02-25,True,19,0.5,2,55,2019-03-03
18,27,2019-02-25,False,19,0.5,4,55,2019-03-03
137,14,2019-02-25,True,19,0.5,8,55,2019-03-03
16,14,2019-02-25,True,19,0.5,0,55,2019-03-03
198,50,2019-02-25,False,19,0.5,5,55,2019-03-03
126,18,2019-02-25,True,19,0.5,6,55,2019-03-03
155,14,2019-02-25,False,19,0.5,9,55,2019-03-03
175,16,2019-02-25,True,19,0.5,9,55,2019-03-03
53,42,2019-02-25,True,19,0.5,9,55,2019-03-03
7,42,2019-02-25,False,19,0.5,6,55,2019-03-03
21,42,2019-02-25,False,19,0.5,9,55,2019-03-03
18,142,2019-02-25,True,19,0.5,2,55,2019-03-03
18,16,2019-02-25,False,19,0.5,3,55,2019-03-03
45,42,2019-02-25,False,19,0.5,6,55,2019-03-03
175,50,2019-02-25,True,19,0.5,9,55,2019-03-03
35,42,2019-02-25,True,19,0.5,9,55,2019-03-03
53,14,2019-02-25,True,19,0.5,0,55,2019-03-03
16,50,2019-02-25,True,19,6.5,0,55,2019-03-03
50,42,2019-02-25,True,19,0.5,9,55,2019-03-03
18,49,2019-02-25,False,19,0.5,7,55,2019-03-03
175,173,2019-02-25,True,19,0.5,6,55,2019-03-03
21,53,2019-02-25,False,19,6.5,0,55,2019-03-03
173,198,2019-02-25,False,19,0.5,0,55,2019-03-03
52,50,2019-02-25,False,19,0.5,3,55,2019-03-03
105,198,2019-02-25,False,19,0.5,5,55,2019-03-03
113,18,2019-03-10,True,19,0.5,9,74,2019-03-10
107,49,2019-03-10,True,19,0.5,9,74,2019-03-10
77,27,2019-03-10,False,19,0.5,9,74,2019-03-10
25,7,2019-03-10,False,19,0.5,7,74,2019-03-10
137,14,2019-03-10,True,19,0.5,8,74,2019-03-10
77,14,2019-03-10,True,19,0.5,9,74,2019-03-10
173,7,2019-03-10,True,19,0.5,9,74,2019-03-10
25,49,2019-03-10,False,19,0.5,8,74,2019-03-10
137,27,2019-03-10,True,19,0.5,8,74,2019-03-10
113,107,2019-03-10,False,19,0.5,6,74,2019-03-10
7,49,2019-03-10,False,19,0.5,0,74,2019-03-10
77,107,2019-03-10,False,19,0.5,2,74,2019-03-10
18,27,2019-03-10,False,19,0.5,4,74,2019-03-10
137,173,2019-03-10,False,19,0.5,0,74,2019-03-10
113,25,2019-03-10,False,19,0.5,8,74,2019-03-10
25,14,2019-03-10,True,19,0.5,5,74,2019-03-10
107,173,2019-03-10,True,19,6.5,0,74,2019-03-10
113,77,2019-03-10,False,19,0.5,4,74,2019-03-10
137,18,2019-03-10,False,19,0.5,4,74,2019-03-10
27,49,2019-03-10,True,19,0.5,3,74,2019-03-10
36,14,2019-01-15,False,19,6.5,0,57,2019-03-15
173,14,2019-01-15,False,19,6.5,0,57,2019-03-15
85,14,2019-01-15,False,19,6.5,0,57,2019-03-15
50,14,2019-01-15,True,19,6.5,0,57,2019-03-15
35,14,2019-01-15,True,19,6.5,0,57,2019-03-15
60,14,2019-01-15,False,19,6.5,0,57,2019-03-15
60,50,2019-02-15,False,19,6.5,0,57,2019-03-15
173,50,2019-02-15,False,19,6.5,0,57,2019-03-15
36,50,2019-02-15,True,19,6.5,0,57,2019-03-15
173,35,2019-02-15,False,19,6.5,0,57,2019-03-15
36,35,2019-02-15,True,19,6.5,0,57,2019-03-15
35,50,2019-02-15,True,19,6.5,0,57,2019-03-15
85,50,2019-02-15,True,19,6.5,0,57,2019-03-15
85,35,2019-02-15,False,19,6.5,0,57,2019-03-15
60,35,2019-02-15,False,19,6.5,0,57,2019-03-15
60,36,2019-03-15,False,19,6.5,0,57,2019-03-15
173,36,2019-03-15,True,19,6.5,0,57,2019-03-15
60,85,2019-03-15,False,19,6.5,0,57,2019-03-15
36,85,2019-03-15,False,19,6.5,0,57,2019-03-15
173,85,2019-03-15,False,19,6.5,0,57,2019-03-15
60,173,2019-03-15,True,19,6.5,0,57,2019-03-15
88,87,2019-02-15,True,19,6.5,0,58,2019-03-15
190,137,2019-02-15,False,19,6.5,0,58,2019-03-15
190,23,2019-02-15,False,19,6.5,0,58,2019-03-15
190,88,2019-02-15,False,19,6.5,0,58,2019-03-15
88,23,2019-02-15,True,19,6.5,0,58,2019-03-15
65,190,2019-02-15,False,19,6.5,0,58,2019-03-15
137,23,2019-02-15,True,19,6.5,0,58,2019-03-15
64,190,2019-02-15,False,19,6.5,0,58,2019-03-15
64,87,2019-02-15,True,19,6.5,0,58,2019-03-15
190,87,2019-02-15,True,19,6.5,0,58,2019-03-15
61,190,2019-02-15,True,19,6.5,0,58,2019-03-15
137,87,2019-02-15,True,19,6.5,0,58,2019-03-15
61,137,2019-02-15,False,19,6.5,0,58,2019-03-15
65,87,2019-02-15,False,19,6.5,0,58,2019-03-15
64,23,2019-02-15,False,19,6.5,0,58,2019-03-15
65,23,2019-02-15,True,19,6.5,0,58,2019-03-15
64,61,2019-02-15,False,19,6.5,0,58,2019-03-15
64,65,2019-02-15,True,19,6.5,0,58,2019-03-15
65,137,2019-02-15,False,19,6.5,0,58,2019-03-15
61,23,2019-02-15,True,19,6.5,0,58,2019-03-15
88,137,2019-02-15,True,19,6.5,0,58,2019-03-15
64,137,2019-02-15,False,19,6.5,0,58,2019-03-15
61,87,2019-02-15,True,19,6.5,0,58,2019-03-15
87,23,2019-02-15,False,19,6.5,0,58,2019-03-15
61,88,2019-02-15,False,19,6.5,0,58,2019-03-15
64,88,2019-02-15,False,19,6.5,0,58,2019-03-15
65,61,2019-02-15,False,19,6.5,0,58,2019-03-15
65,88,2019-02-15,False,19,6.5,0,58,2019-03-15
50,19,2019-03-04,False,19,0.5,2,60,2019-03-31
50,53,2019-03-04,False,19,6.5,0,60,2019-03-31
175,205,2019-03-04,True,19,0.5,7,60,2019-03-31
129,50,2019-03-04,True,19,0.5,2,60,2019-03-31
129,50,2019-03-11,False,19,0.5,2,60,2019-03-31
21,16,2019-04-01,True,19,0.5,0,56,2019-04-28
18,14,2019-04-01,True,19,0.5,4,56,2019-04-28
18,15,2019-04-01,True,19,0.5,2,56,2019-04-28
16,50,2019-04-01,True,19,6.5,0,56,2019-04-28
50,7,2019-04-01,False,19,0.5,3,56,2019-04-28
36,14,2019-04-01,False,19,0.5,5,56,2019-04-28
36,18,2019-04-01,True,19,0.5,0,56,2019-04-28
201,188,2019-04-01,True,19,0.5,3,56,2019-04-28
114,137,2019-04-01,False,19,6.5,0,56,2019-04-28
175,137,2019-04-01,False,19,0.5,4,56,2019-04-28
127,201,2019-04-01,False,19,0.5,2,56,2019-04-28
175,103,2019-04-01,True,19,0.5,3,56,2019-04-28
103,14,2019-04-01,True,19,0.5,9,56,2019-04-28
103,137,2019-04-01,False,19,0.5,0,56,2019-04-28
18,97,2019-04-01,True,19,0.5,3,56,2019-04-28
127,50,2019-04-08,True,19,0.5,9,56,2019-04-28
127,7,2019-04-08,False,19,0.5,9,56,2019-04-28
201,188,2019-04-08,False,19,0.5,3,56,2019-04-28
15,35,2019-04-08,False,19,0.5,0,56,2019-04-28
18,14,2019-04-08,False,19,0.5,4,56,2019-04-28
127,188,2019-04-08,False,19,0.5,5,56,2019-04-28
18,35,2019-04-08,False,19,0.5,3,56,2019-04-28
188,19,2019-04-15,False,19,0.5,9,56,2019-04-28
127,19,2019-04-15,False,19,0.5,9,56,2019-04-28
21,142,2019-04-15,True,19,6.5,0,56,2019-04-28
175,188,2019-04-22,True,19,0.5,2,56,2019-04-28
23,18,2019-04-22,True,19,0.5,4,56,2019-04-28
34,7,2019-04-22,True,19,0.5,0,56,2019-04-28
34,42,2019-04-22,True,19,0.5,7,56,2019-04-28
133,50,2019-05-12,False,19,6.5,0,59,2019-05-12
32,45,2019-05-12,False,19,6.5,0,59,2019-05-12
21,24,2019-05-12,True,19,6.5,0,59,2019-05-12
6,81,2019-05-12,True,19,6.5,0,59,2019-05-12
34,38,2019-05-12,True,19,6.5,0,59,2019-05-12
137,60,2019-05-12,True,19,6.5,0,59,2019-05-12
27,97,2019-05-12,True,19,6.5,0,59,2019-05-12
142,13,2019-05-12,False,19,6.5,0,59,2019-05-12
187,175,2019-05-12,True,19,6.5,0,59,2019-05-12
173,176,2019-05-12,True,19,6.5,0,59,2019-05-12
48,35,2019-05-12,False,19,6.5,0,59,2019-05-12
131,14,2019-05-12,False,19,6.5,0,59,2019-05-12
57,197,2019-05-12,False,19,6.5,0,59,2019-05-12
203,76,2019-05-12,False,19,6.5,0,59,2019-05-12
82,204,2019-05-12,False,19,6.5,0,59,2019-05-12
188,87,2019-05-12,True,19,6.5,0,59,2019-05-12
85,18,2019-05-12,True,19,6.5,0,59,2019-05-12
50,13,2019-05-12,True,19,6.5,0,59,2019-05-12
15,87,2019-05-12,True,19,6.5,0,59,2019-05-12
173,197,2019-05-12,False,19,6.5,0,59,2019-05-12
176,204,2019-05-12,False,19,6.5,0,59,2019-05-12
133,82,2019-05-12,True,19,6.5,0,59,2019-05-12
6,203,2019-05-12,True,19,6.5,0,59,2019-05-12
76,34,2019-05-12,False,19,6.5,0,59,2019-05-12
27,48,2019-05-12,False,19,6.5,0,59,2019-05-12
81,35,2019-05-12,False,19,6.5,0,59,2019-05-12
188,175,2019-05-12,True,19,6.5,0,59,2019-05-12
57,14,2019-05-12,False,19,6.5,0,59,2019-05-12
142,131,2019-05-12,False,19,6.5,0,59,2019-05-12
60,24,2019-05-12,True,19,6.5,0,59,2019-05-12
21,187,2019-05-12,True,19,6.5,0,59,2019-05-12
45,97,2019-05-12,True,19,6.5,0,59,2019-05-12
32,38,2019-05-12,False,19,6.5,0,59,2019-05-12
85,137,2019-05-12,False,19,6.5,0,59,2019-05-12
97,81,2019-05-12,True,19,6.5,0,59,2019-05-12
197,50,2019-05-12,True,19,6.5,0,59,2019-05-12
203,27,2019-05-12,False,19,6.5,0,59,2019-05-12
21,175,2019-05-12,True,19,6.5,0,59,2019-05-12
137,188,2019-05-12,False,19,6.5,0,59,2019-05-12
13,176,2019-05-12,True,19,6.5,0,59,2019-05-12
6,76,2019-05-12,True,19,6.5,0,59,2019-05-12
77,87,2019-05-12,True,19,6.5,0,59,2019-05-12
14,133,2019-05-12,True,19,6.5,0,59,2019-05-12
18,24,2019-05-12,True,19,6.5,0,59,2019-05-12
60,15,2019-05-12,False,19,6.5,0,59,2019-05-12
45,38,2019-05-12,True,19,6.5,0,59,2019-05-12
187,85,2019-05-12,False,19,6.5,0,59,2019-05-12
35,32,2019-05-12,False,19,6.5,0,59,2019-05-12
173,204,2019-05-12,False,19,6.5,0,59,2019-05-12
82,142,2019-05-12,False,19,6.5,0,59,2019-05-12
48,34,2019-05-12,True,19,6.5,0,59,2019-05-12
57,131,2019-05-12,False,19,6.5,0,59,2019-05-12
14,197,2019-05-12,False,19,6.5,0,59,2019-05-12
137,18,2019-05-12,False,19,6.5,0,59,2019-05-12
173,13,2019-05-12,True,19,6.5,0,59,2019-05-12
24,187,2019-05-12,True,19,6.5,0,59,2019-05-12
21,77,2019-05-12,True,19,6.5,0,59,2019-05-12
176,82,2019-05-12,False,19,6.5,0,59,2019-05-12
6,45,2019-05-12,True,19,6.5,0,59,2019-05-12
27,76,2019-05-12,True,19,6.5,0,59,2019-05-12
48,97,2019-05-12,False,19,6.5,0,59,2019-05-12
131,204,2019-05-12,False,19,6.5,0,59,2019-05-12
87,60,2019-05-12,False,19,6.5,0,59,2019-05-12
142,50,2019-05-12,True,19,6.5,0,59,2019-05-12
34,32,2019-05-12,True,19,6.5,0,59,2019-05-12
85,175,2019-05-12,True,19,6.5,0,59,2019-05-12
81,203,2019-05-12,True,19,6.5,0,59,2019-05-12
188,15,2019-05-12,True,19,6.5,0,59,2019-05-12
133,57,2019-05-12,True,19,6.5,0,59,2019-05-12
38,35,2019-05-12,True,19,6.5,0,59,2019-05-12
173,18,2019-04-29,True,19,6.5,0,61,2019-05-26
133,36,2019-04-29,True,19,6.5,0,61,2019-05-26
175,207,2019-04-29,False,19,6.5,0,61,2019-05-26
173,36,2019-04-29,True,19,6.5,0,61,2019-05-26
173,15,2019-04-29,True,19,6.5,0,61,2019-05-26
15,18,2019-04-29,True,19,6.5,0,61,2019-05-26
14,36,2019-05-06,True,19,6.5,0,61,2019-05-26
175,18,2019-05-06,False,19,6.5,0,61,2019-05-26
50,173,2019-05-06,True,19,6.5,0,61,2019-05-26
23,133,2019-05-06,False,19,6.5,0,61,2019-05-26
18,131,2019-05-13,False,19,6.5,0,61,2019-05-26
36,14,2019-05-13,False,19,6.5,0,61,2019-05-26
131,14,2019-05-13,False,19,6.5,0,61,2019-05-26
14,18,2019-05-13,True,19,6.5,0,61,2019-05-26
15,14,2019-05-13,False,19,6.5,0,61,2019-05-26
50,36,2019-05-13,True,19,6.5,0,61,2019-05-26
133,61,2019-05-20,True,19,6.5,0,61,2019-05-26
173,142,2019-05-20,True,19,6.5,0,61,2019-05-26
173,14,2019-05-20,False,19,6.5,0,61,2019-05-26
173,35,2019-05-20,False,19,6.5,0,61,2019-05-26
173,175,2019-05-20,True,19,6.5,0,61,2019-05-26
50,27,2019-06-08,False,19,6.5,0,63,2019-07-04
52,113,2019-06-08,True,19,6.5,0,63,2019-07-04
7,21,2019-06-08,True,19,6.5,0,63,2019-07-04
188,103,2019-06-08,False,19,6.5,0,63,2019-07-04
152,144,2019-06-08,False,19,6.5,0,63,2019-07-04
85,9,2019-06-08,False,19,6.5,0,63,2019-07-04
107,126,2019-06-08,False,19,6.5,0,63,2019-07-04
96,49,2019-06-08,False,19,6.5,0,63,2019-07-04
142,79,2019-06-08,False,19,6.5,0,63,2019-07-04
126,96,2019-06-15,False,19,6.5,0,63,2019-07-04
188,107,2019-06-15,False,19,6.5,0,63,2019-07-04
103,50,2019-06-15,True,19,6.5,0,63,2019-07-04
21,52,2019-06-15,True,19,6.5,0,63,2019-07-04
144,142,2019-06-15,False,19,6.5,0,63,2019-07-04
49,27,2019-06-15,True,19,6.5,0,63,2019-07-04
113,152,2019-06-15,True,19,6.5,0,63,2019-07-04
79,85,2019-06-15,False,19,6.5,0,63,2019-07-04
9,7,2019-06-15,True,19,6.5,0,63,2019-07-04
142,7,2019-06-22,False,19,6.5,0,63,2019-07-04
126,113,2019-06-22,False,19,6.5,0,63,2019-07-04
27,103,2019-06-22,True,19,6.5,0,63,2019-07-04
50,144,2019-06-22,True,19,6.5,0,63,2019-07-04
107,52,2019-06-22,True,19,6.5,0,63,2019-07-04
9,49,2019-06-22,False,19,6.5,0,63,2019-07-04
152,188,2019-06-22,False,19,6.5,0,63,2019-07-04
79,21,2019-06-22,True,19,6.5,0,63,2019-07-04
85,96,2019-06-22,True,19,6.5,0,63,2019-07-04
49,79,2019-06-29,True,19,6.5,0,63,2019-07-04
103,144,2019-06-29,False,19,6.5,0,63,2019-07-04
96,50,2019-06-29,True,19,6.5,0,63,2019-07-04
52,152,2019-06-29,False,19,6.5,0,63,2019-07-04
126,188,2019-06-29,False,19,6.5,0,63,2019-07-04
7,85,2019-06-29,True,19,6.5,0,63,2019-07-04
27,9,2019-06-29,False,19,6.5,0,63,2019-07-04
189,172,2019-07-08,False,19,0.5,0,62,2019-08-04
172,126,2019-07-08,False,19,0.5,2,62,2019-08-04
35,79,2019-07-08,False,19,0.5,3,62,2019-08-04
189,126,2019-07-08,False,19,0.5,3,62,2019-08-04
